"cus_id","comment_time","comment_star","cus_comment","shopID"
"panyan_jimei","2016-02-12 19:29","sml-str50","性价比很高！味道好极了！我们吃了推荐的回锅牛肉，红烧鱼，土豆丝！值得再来","l9mmAq3BMmspvQb8"
"迷途中的阿弥陀佛","2016-02-12 15:42","sml-str50","连续几天吃的泰国菜，实在不想吃泰国菜了，找了大众点评上比较出名的这家餐厅，味道不错，地方也好找。。有中餐的感觉","l9mmAq3BMmspvQb8"
"嘟嘟_350210","2016-02-12 15:03","sml-str50","价格还可以，除了大菜都不到20rmb。因为吃了一个月的各种老挝菜，柬埔寨菜等。到了泰国，中餐是首选，所以光盘。当然，口味也是不错的。这里也是个穆斯林餐厅。老板人也不错，我们本来想点大份（大份贵一倍），他说小份就够了。确实小份分量还可以。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"牛油果森林","2016-02-11 21:07","sml-str10","taxi司机都不认识 导航也没找到这家店 遗憾～～","l9mmAq3BMmspvQb8"
"睿眼谦虚咚咚蚊","2016-02-11 19:19","sml-str50","还是很不错的。尤其是中文服务感觉很亲切。","l9mmAq3BMmspvQb8"
"tu139139","2016-02-10 21:08","sml-str50","味道很正，价格也实惠。wifi速度也很快","l9mmAq3BMmspvQb8"
"peggiehe","2016-02-10 20:43","sml-str50","好吃不贵！回锅肉盖饭，冬阴功汤 上菜超快","l9mmAq3BMmspvQb8"
"neo12767359","2016-02-10 20:22","sml-str40","土豆丝酸菜一流，凉拌粉丝一般，炒新鲜牛肉味道可以加新鲜辣椒味道会更地道，但两广人应该喜欢，湖南湖北四川的吃就差辣了。空心菜家常味道。泰式炸鱼贵在食材新鲜。总之出来玩吃泰式吃腻了的，可以来换换口味，吃了不少高中低档泰式菜系，感觉泰菜是要洋不土的感觉。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"xixi豆腐","2016-02-09 20:01","sml-str40","还行，没那么好，大众的广告点！","l9mmAq3BMmspvQb8"
"想不出昵称","2016-02-09 19:46","sml-str50","吃了几天泰国菜，看到清迈有家好评的云南菜馆，太给力了。中文菜单，中文点菜，菜的味道也很好，上菜速度快。","l9mmAq3BMmspvQb8"
"becky","2016-02-08 16:29","sml-str50","从皇后酒店过来很方便，菜单很丰富，看到每样都想点！","l9mmAq3BMmspvQb8"
"愚顽姐","2016-02-07 13:31","sml-str50","口味很正宗，家乡的味道，治愈家乡味！棒！","l9mmAq3BMmspvQb8"
"此人很真诚","2016-02-05 21:50","sml-str50","老板中国话说的很好，服务也很好！正等上菜，期待！","l9mmAq3BMmspvQb8"
"芝麻糖bb","2016-01-25 18:04","sml-str40","确实和广大网友说的一样，相对比较中国口味的菜，吃得比较舒服的一餐，味道和国内的相比一般，价格便宜，点的红烧牛肉分量比较少，泰式炸鱼挺好吃的，喜欢另外两个素菜，口味比较清淡","l9mmAq3BMmspvQb8"
"龙珠VS小龙女","2016-01-24 14:04","sml-str50","老板是云南人，讲中文，推荐的菜不错，空心菜，炸鱼，土豆丝，终于吃到中餐了！","l9mmAq3BMmspvQb8"
"TRACYYU_3865","2016-01-24 13:45","sml-str40","离兰纳宫殿酒店很近，走几步路就到了，上菜很快，而且味道很好，服务员和老板的服务态度很好","l9mmAq3BMmspvQb8"
"娘子我们来大吃一斤","2016-01-22 21:04","sml-str30","先推荐一下布荷炒牛肉吧，味道不错，牛肉十足，就是有点咸。炒白菜虽说味道一般，但是天天只能吃空心菜和生菜，看到白菜直接亲切哭了好嘛。菠萝蜜汁，端上来一喝，什么鬼，明明就是菠萝汁嘛。土豆酸菜汤有点后悔点了，说不上什么味道，反正不太喜欢，本来以为是韩式那种汤，发现想多了…
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"括弧小机灵","2016-01-21 15:21","sml-str50","不想吃泰国饭了，找到这家，饭做的非常好吃，同胞们可以来试试","l9mmAq3BMmspvQb8"
"薛丽萍_969","2016-01-17 17:38","sml-str50","来清迈好几天了，今天晚上就要回北京了，特地要吃个中歺饭，云南餐厅是个不错的选择，点了一个炒虾泰红辣酱、红烧牛肉、素炒土豆丝、红烧豆腐、炒空心菜。感觉都很好吃。","l9mmAq3BMmspvQb8"
"点小评8035738833","2016-01-16 22:10","sml-str40","味道不错，服务也好，上菜够快。我们一家来到吃得很开心。","l9mmAq3BMmspvQb8"
"happyanita","2016-01-10 17:24","sml-str50","好吃好吃非常好吃，在国外旅游能吃到好口味的中餐是最满足的事，在此之前已经吃了无数泰餐，都不如中餐来的舒服。这个云南饭店是搜着点评专程去找的，我们住在平日夜市，走过去大概要十五分钟，谷歌地图有定位，离香格里拉酒店不远，店铺装修比较简单，不太起眼，我们去的时候人不多，老板是第三代华人移民貌似，中文交流完全无障碍。因为对牛肉的钟爱，点菜时点了酸菜牛肉和烧牛肉，都非常好吃，虽然卖相一般哈，牛肉煮的很烂很入味，不会塞牙齿。还点了鱿鱼，也不错，最重要的是炒面特别好吃，某人还点了炒饭，但是我更爱面。如果在清迈想吃中餐，来这家肯定不会错的，吃完撑到不行，总算没亏待我的中国胃。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"罗锦明","2016-01-09 18:58","sml-str40","我一个深圳人这次来清迈呆了十多天，大众点评上排名前几的餐馆都试过一遍。总体感觉清迈吃的还是不如国内。在云南饭店我点了三菜一汤，空心菜是最大的亮点，这道菜虽然几乎每家泰国餐厅都有，但这家的炒空心菜的调味和火候算得上最好的几家。蒸鱼和豆腐汤我则觉得一般，可能是个人口味要求较高。总体来说，这家云南饭店还是值得一试。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"雷大侠家的雷小侠","2016-01-04 21:14","sml-str50","在酒店附近，很有亲切感，饭店里的电视居然还能收到国内的台！哈哈～ 菜的味道很赞，虽然名字叫云南饭店但是很多菜融合了国内菜和泰国菜的特色，所以值得品尝一下","l9mmAq3BMmspvQb8"
"老罗1202","2016-01-04 13:22","sml-str50","来清迈去的第一家中餐馆，云南菜，有中文服务
味道也非常不错，逛完3D博物馆，来这边吃饭是个好选择","l9mmAq3BMmspvQb8"
"旗袍兔","2015-12-31 12:52","sml-str50","中国人开的饭店，敞开式，嫌吵的有室内二楼，强烈推荐红烧牛肉，酸辣蒸鱼也很不错，鱼可以提醒老板蒸嫩一点就完美了。
泰式炒鸡米也算下饭，菜可辣可不辣，土豆丝酸菜有点怪怪的，不太推荐。","l9mmAq3BMmspvQb8"
"赵勇_8727","2015-12-30 18:52","sml-str50","清迈，文艺青年们的又一重镇；然而路途遥远，舟车劳顿后，做泰国碰碰车半小时晕车啊…酒店小憩后粗来觅食，走着走着就看到亲切的中国字…清迈美食好吃，云南菜更是可以安抚翻江倒海的胃…真的还不错，老板会说中文哦…空心菜最爱
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"无敌团子007","2015-12-29 15:06","sml-str40","看了推荐菜点了几样，都光盘了，吃了太久泰国菜能吃到相对口味中式的菜感觉好幸福。","l9mmAq3BMmspvQb8"
"Yanfang_2965","2015-12-28 13:22","sml-str50","在泰国五天了，这是第一顿中餐，味道很好，红烧牛肉，酸菜土豆丝推荐。","l9mmAq3BMmspvQb8"
"gork珂","2015-12-28 12:15","sml-str50","土豆丝酸菜好好吃哟，炸鱼空口吃有点咸，不过整体来说很棒！","l9mmAq3BMmspvQb8"
"蓉蓉小小一","2015-12-25 20:25","sml-str50","两个人三菜一汤一扫而光，第一次吃这种味道的炸鱼，有点臭豆腐的感觉，不错，吃腻了泰国菜得，可以来尝尝","l9mmAq3BMmspvQb8"
"椒盐卤火龙果","2015-12-24 18:09","sml-str50","三天时间是第二次来云南餐厅吃饭了，喜欢东因功汤，他家的虾仁炒面和炒芥兰也很好吃。","l9mmAq3BMmspvQb8"
"MJ","2015-12-23 17:30","sml-str50","菜适合中国人吃，挺好的、位置好找。","l9mmAq3BMmspvQb8"
"1234567890静静","2015-12-16 18:50","sml-str50","味道比较好，来清迈一定要来云南餐厅","l9mmAq3BMmspvQb8"
"leiparis","2015-12-14 21:21","sml-str30","到过的同胞太慷慨了。味道和地道云南菜关系不大，聊胜于无吧","l9mmAq3BMmspvQb8"
"隔壁102","2015-12-12 19:13","sml-str40","住在清迈广场酒店，出来酒店左转，见第一个十字路口再左转，大概走几百米在马路的右手边能看到招牌！我从苏梅刚到清迈，实在太想念中餐了，看了大众点评，一路找的挫折，好不容易找到了，老板说他的父亲从云南过来的，说的一口好中文，菜单也是中文，看着很亲切，和老板商量了下，他让厨师做了份蚝油蒸鲈鱼，味道很棒，还有芥兰什么的，反正让我这七天以来吃的一顿很棒很实惠的中餐，这几天肯定还会来光顾
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"孟螭","2015-12-08 12:17","sml-str50","这家店在泰国！叫云南餐馆，我一点地图，好吗，泰国，要是到那里吃一顿饭路程花销就不少，不过要是做生意到它乡就是比较有特色的了，那里的当地人可能也爱吃中国的地方特色饭菜，吃个新鲜特色，在加上在那里住的中国人、去那里旅游的中国人、外国人也要去吃一些除了泰国本地特色的饭菜，去吃一些国外的特色的风味儿饭菜，这家饭店可能就是这样，我猜的，我还没有去过泰国，有机会去泰国旅游的时候一定去这家饭店吃一顿。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"陈烨_7266","2015-12-07 19:46","sml-str50","在泰国呆了好多天，特别想吃中国菜！大众上推荐这家还不错，正好在酒店附近。点了网友们推荐的泰式炸鱼，脆到骨头里，再搭配当地的辣酱！好吃到不要不要的！土豆丝做法和中国大多数地方还是不太一样！加了酸菜。还有噢，老板是泰国华人，会讲很多中文，人也很随和，来这边吃饭，他还会和我们讲很多东西！40年老店，给个赞
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"炜","2015-12-03 23:26","sml-str50","味道很不错，可口，价格不贵。老板人很好，赞","l9mmAq3BMmspvQb8"
"传说落定","2015-12-01 19:02","sml-str40","意外走过来，看到是云南菜准备尝尝。性价比蛮高的。中式菜已经有一些改良，泰式菜也蛮多的。电视机还能收到中央台。","l9mmAq3BMmspvQb8"
"aiko_chung","2015-11-30 12:48","sml-str50","味道蛮好的.特喜欢土豆丝炒酸菜.特开胃.咖喱鸡盖饭也可以～","l9mmAq3BMmspvQb8"
"点小评2391835137","2015-11-28 15:05","sml-str50","价格很实惠，素菜大概80，荤菜150。不过菜一点不辣！","l9mmAq3BMmspvQb8"
"汪大发Krystal","2015-11-27 19:17","sml-str40","老板是二代华侨，父母是云南人，那碗红烧牛肉做了45年，超级好吃啊！哪怕是清炒空心菜这种泰国平常菜肴 也比外面小店好吃的多。麻婆豆腐不辣，当然任何菜品都可以要求加辣！","l9mmAq3BMmspvQb8"
"LIUHAILI1199","2015-11-26 21:27","sml-str50","好容易找到家中国饭店，比泰餐好吃。","l9mmAq3BMmspvQb8"
"低调的红黑","2015-11-26 19:15","sml-str40","地道的中餐，炒面味道比较特别，口味有点重，不过很好吃，大爱。回锅牛肉第一次吃饭，非常非常嫩。鱼肉酱汁略辣，肉质偏软，我还喜欢稍微再硬点，不然没嚼劲。","l9mmAq3BMmspvQb8"
"龙特特","2015-11-25 14:07","sml-str50","环境很好，上菜很快…老板很热情哦…点评还有赠品哦…","l9mmAq3BMmspvQb8"
"punkray","2015-11-25 13:12","sml-str50","最后一天团了一辆，可是司机是一位淳朴是的清迈人，还不会说英文。和司机说想喝粥，却被拉来了这家餐馆。不过算是误打误撞吧，店的菜价格实惠，口味也很好。老板人更好，热情的納先生还帮助给我们和司机沟通，使我们最后一天的行程很完美的结束了我们放的泰国之旅。超级赞。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"皮筋儿","2015-11-24 14:22","sml-str40","今天在清迈最后一天，旅行社不含歺，19个人来到这里整了个光盘行动，推荐麻婆豆腐，鸡蛋饼，红烧牛肉。要喝酒的朋友注意，这里没有酒卖，老板信回教","l9mmAq3BMmspvQb8"
"波_9653","2015-11-24 14:15","sml-str50","太安逸了，这口味，对于几天没有吃到这种味道的我们来说，语言已经无法形容了，看图看图看图","l9mmAq3BMmspvQb8"
"圆圆昊昊1","2015-11-20 19:33","sml-str50","老板超级无敌好，以后还会再去的","l9mmAq3BMmspvQb8"
"诚实忠诚咕吱螺","2015-11-18 15:36","sml-str50","回锅牛肉不错，豆腐也喜欢，酸辣土豆丝不怎么样","l9mmAq3BMmspvQb8"
"Lin_Junping","2015-11-17 19:31","sml-str50","在外面玩的时间长了的时候，来这想吃什么都有，馒头面条，鸡蛋，各种炒菜，味道还很好吃，吃的我们撑的呀，总之，吃不习惯泰国饭的朋来，来就对了⊙▽⊙两人吃了这么多哈哈","l9mmAq3BMmspvQb8"
"第三十九卡路里","2015-11-14 14:46","sml-str40","最后一天在清迈，大家表示要吃中餐，大众点评到这家店，貌似评论挺火。遂全家大热天驱车2公里来呲。泰式炸鱼果然名不虚传，鱼肉炸的外酥里嫩，配上酸辣汁，居然有点炸臭豆腐的味道。我也是想念家乡菜想的醉醉的。麻婆豆腐味道一般，好像是放了十三香，不够麻辣。红烧牛肉很香，菜汁配饭超好吃，我吃了满满一碗饭。蛋花汤一般，不过应该是牛油做的，所以还是很香～西红柿是切成颗粒状，比较不出味。泰式奶茶只要三十钯，不过感觉偏甜，奶味不够浓郁，茶味略涩。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"boxiangui","2015-11-11 19:34","sml-str50","回锅牛肉及泰式鱿鱼是很美味，有家乡感觉","l9mmAq3BMmspvQb8"
"情歌中的调调","2015-11-09 19:51","sml-str30","还可以，可能是食材基本都是泰国的，所以吃起来还是有点泰国菜的味道！哈哈哈。马马虎虎解决一餐。","l9mmAq3BMmspvQb8"
"tgmailuser_0366812292","2015-11-05 19:01","sml-str50","两个人点了五菜一汤，基本吃完（都是小份），店里能点大中小份很好，适合我们这样人少的，老板服务也不错，冬阴功汤虾很多很大","l9mmAq3BMmspvQb8"
"yuehaiyuehai","2015-11-04 16:36","sml-str40","泰国几天，终于吃到熟悉的味道。老板很好，中文流利。味道不错，冬阴功汤有些偏辣","l9mmAq3BMmspvQb8"
"我的名字很霸气","2015-11-01 19:19","sml-str40","咖喱吃多了 想吃中国菜 就找到这家 看着菜单就像回到中国 味道还不错","l9mmAq3BMmspvQb8"
"Kobego","2015-10-21 20:08","sml-str40","住在皇后酒店，过来极其方便，口味正，吃泰国菜吃得吃不动了，这家大赞","l9mmAq3BMmspvQb8"
"点小评7956997479","2015-10-20 19:36","sml-str50","可以，家乡的味道。大家可以来吃","l9mmAq3BMmspvQb8"
"vivo清迈梅群","2015-10-16 13:42","sml-str50","清迈云南餐厅是一家清真餐厅，很好吃
在清迈香格里拉大酒店附近。","l9mmAq3BMmspvQb8"
"LovelyVanessa","2015-10-15 22:09","sml-str50","味道很好，价格优惠！环境很好！","l9mmAq3BMmspvQb8"
"魏大酱","2015-10-12 11:16","sml-str40","住在皇后酒店，饭店就在边上。老板应该是中国人，大众点评可以送两瓶水，当然我没要水，点了几样菜，价格不贵，感觉很像小吃，虾还是推荐的，汤也不错，点了个风干的炸牛肉，好坚硬啊，酸菜土豆丝第一次吃，没有东北的醋溜那么对我胃口，煎饺不够热脆，总之一般般吧。吃腻了泰菜可以来试试看。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"范范-妮妮","2015-10-10 14:14","sml-str50","菜品很合口，舒服。泰式蒸鱼很赞，很新鲜，连着2天来不错 卫生也比其他店好多了","l9mmAq3BMmspvQb8"
"四九城美食评论家","2015-10-09 20:19","sml-str50","看到点评过来的，推荐牛肉炒面，黑胡椒炒花枝，很入味，吃不惯泰餐的朋友，推荐来这里，很不错的餐厅。","l9mmAq3BMmspvQb8"
"Salvador_7487","2015-10-08 19:57","sml-str50","清迈云南饭店果然是个好地方，菜很好吃，老板人好，便宜，强烈推荐红烧牛肉和土豆丝。","l9mmAq3BMmspvQb8"
"纠结小野马","2015-10-08 19:57","sml-str50","太棒了，那么多天那么难受，严重水土不服！终于吃到中国菜了！感动的要哭了","l9mmAq3BMmspvQb8"
"蛋瓜瓜_8370","2015-10-07 19:49","sml-str50","环境好，在清迈能吃到这么地道的中国菜，很难，小炒牛肉很好吃，辣辣的，香啊！如果来清迈，每天来吃都不腻！","l9mmAq3BMmspvQb8"
"一样_7063","2015-10-07 15:38","sml-str50","找了好久找到找到这家云南菜，吃到中国菜很开心，味道很好又实惠。","l9mmAq3BMmspvQb8"
"phoebexinliang","2015-10-06 15:38","sml-str50","味道好！菜量大！特别是炸鱼超好吃","l9mmAq3BMmspvQb8"
"停电电梯照样转","2015-10-06 15:12","sml-str50","点了生姜炒牛肉，香酥鸭，砂锅鱼头跟麻婆豆腐，每道菜都很好吃，香酥鸭真的很香酥，炒牛肉把肉切到很细非常入味，比较泰国菜的千篇一律简直胃口大开，应该非常适合国人吧。后来才知道老板是云南中国人第二代，文革中家里来到泰国，老板很热心帮我们指点购物的地方，店里还有见到类似的泰国华人和很多游客过来！
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"hslmumumu","2015-10-05 18:25","sml-str50","吃腻了泰国菜还是咱中国菜好吃呀！！菜单都是中文看着就亲切！","l9mmAq3BMmspvQb8"
"阿茅_6142","2015-10-05 07:23","sml-str50","感谢朋友推荐的大众点评，让我找到了它，让我全家终于吃上一顿舒服的饭。朋友们当你在清迈吃到吐、小孩找不到合她胃口的地方时，就来云南饭店吧！适合国人口味，环境清静，在长康路夜市尽头再过几家夜店就到，临街小桌边坐边吃挺舒服的。老板父母是云南的，人和蔼并热情。还想再去吃一顿的，实在是在泰国吃怕了呀
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"valueboomer","2015-10-04 14:43","sml-str50","在清迈能吃到中国的菜样感觉还挺好的","l9mmAq3BMmspvQb8"
"很多驴","2015-10-03 20:34","sml-str40","肚子太饿了 三个人一瞬间就吃完了 味道很不错噢","l9mmAq3BMmspvQb8"
"fifi8214","2015-10-03 14:36","sml-str50","口味很好，吃了几天的泰北菜，回归老家口味。不错哦，分量也够，性价比高","l9mmAq3BMmspvQb8"
"lovenezia","2015-10-03 14:35","sml-str50","住附近，在点评上看到这家店。老板人很好，菜味道也不错，而且价格实惠","l9mmAq3BMmspvQb8"
"点小评0292790750","2015-10-02 20:29","sml-str40","来泰国四天了，再吃不到中国菜真的吃不消。终于找到一家，真的不错。价钱也很值！","l9mmAq3BMmspvQb8"
"洋洋_4953","2015-10-02 20:28","sml-str50","这家店的菜，口味适合中国人，量也挺大，叫了3个菜，2个人吃，比较实惠人均不到200泰铢","l9mmAq3BMmspvQb8"
"zjbbg","2015-09-30 22:11","sml-str50","住在皇后酒店，慕名而来。老板很好，菜很好，全家老小7口痛快解决7份菜4个椰子，分量很足，满足！","l9mmAq3BMmspvQb8"
"qqrch","2015-09-30 21:31","sml-str50","离香格里拉酒店非常近，老板是中国人，本地口味","l9mmAq3BMmspvQb8"
"随风网事","2015-09-30 21:06","sml-str40","胡椒鱼很棒很香，泰式蒸鱼比较泰国风味有点微辣。酸菜土豆比较棉糯清淡还不错。老板应该是中国人，点菜效率很高。冰椰子很爽很过瘾！","l9mmAq3BMmspvQb8"
"苏苏妄妄言言","2015-09-30 16:46","sml-str50","酸辣鱼、泰国炒面、炒大白菜很不错，大白菜是有机的，又甜又脆","l9mmAq3BMmspvQb8"
"拼命三郎姑娘","2015-09-30 14:07","sml-str50","味道不错！店主会说中文！点菜方便！","l9mmAq3BMmspvQb8"
"张橘子","2015-09-29 21:53","sml-str50","老板非常親切熱情，菜品給我帶來了家乡的味道。還會再來。","l9mmAq3BMmspvQb8"
"Argentum","2015-09-29 20:06","sml-str50","出国第三天必须要吃中餐，否则就会死啊啊啊啊","l9mmAq3BMmspvQb8"
"我是兰天天哥","2015-09-28 15:48","sml-str50","口味还算不错，虽然不太正统，但比起泰国菜还是不错的。不辣不甜。","l9mmAq3BMmspvQb8"
"点小评0459348400","2015-09-26 20:25","sml-str50","能吃到中国菜我已经很满意了！况且味道也很好。对于不喜欢吃甜食的我（泰国菜偏甜）简直是福音","l9mmAq3BMmspvQb8"
"nubility123","2015-09-24 21:53","sml-str40","凑合能吃 偏贵了 不推荐去吃。。。","l9mmAq3BMmspvQb8"
"Cat*说","2015-09-24 16:05","sml-str50","点了鸡蛋饼，麻婆豆腐，空心菜和回锅牛肉，牛肉很好吃，空心菜也不错，而且可以选择大中小码。","l9mmAq3BMmspvQb8"
"客官您的便当","2015-09-23 21:18","sml-str50","吃了几天泰北菜实在扛不住了，顺着大众点评上的指示坐双条车来到这里，老板的父亲是云南人，做的菜都很符合国人口味，好吃！","l9mmAq3BMmspvQb8"
"大道518","2015-09-23 19:31","sml-str50","味道不错，老板会说国语。中文菜单明码实价。","l9mmAq3BMmspvQb8"
"jackkk7","2015-09-16 17:59","sml-str50","味道不错，吃的饱飽的，鱼挺好吃","l9mmAq3BMmspvQb8"
"stella18","2015-09-16 15:05","sml-str50","老板好棒！服务很热情，而且会中文，距离香格里拉酒店5分钟路程，最主要，菜很好吃！！！吃了几天的泰国菜，这儿缓和了我的肠胃！
泰式花枝片好好吃！新鲜美味！土豆丝酸菜也很棒","l9mmAq3BMmspvQb8"
"娜娜O(_)O_3129","2015-09-15 20:14","sml-str50","终于可以吃顿好吃的中国菜啦，走了好久专门找到这里的，果然没有失望呢，经历过几天的餐饮折磨后，终于可以饱餐一顿了，棒棒哒！","l9mmAq3BMmspvQb8"
"土豆_3876","2015-09-12 15:05","sml-str50","确实不错，值得一来，老板中文很好，很亲切","l9mmAq3BMmspvQb8"
"瑶瑶妈妈_9413","2015-09-10 16:35","sml-str50","中国味道，好吃，柠檬蒸酸辣鱼不错。老板人很好","l9mmAq3BMmspvQb8"
"山水_6227","2015-09-10 12:08","sml-str50","不错，适合国人口味，地理位置也好。","l9mmAq3BMmspvQb8"
"360_dengw_b","2015-09-07 14:36","sml-str50","菜的味道都很不错，尤其油炸牛肉，麻婆豆腐也别有风味；","l9mmAq3BMmspvQb8"
"Caroline","2015-09-06 19:30","sml-str50","在泰国晃荡了一个礼拜，泰菜汉堡披萨都腻了，吃到这家太亲切了，老板人很好，土豆丝红烧牛肉很赞，推荐，还是咱们中国菜好吃。","l9mmAq3BMmspvQb8"
"yiyuaa","2015-09-04 17:02","sml-str50","一级棒的菜馆，很合国人胃口的。来泰国这几天真的一点都吃不习惯，来这家吃饭已经饿到不行，太好吃了。","l9mmAq3BMmspvQb8"
"太子123654","2015-09-03 20:32","sml-str50","超好吃的！老板人很好，推荐五颗星！","l9mmAq3BMmspvQb8"
"Portiaxiao","2015-09-02 20:24","sml-str50","吃了几天泰菜，终于有不加糖的中国菜吃啦！
酸菜炒土豆丝非常惊喜！清炒芥兰就是家里的味道，比之前在Lemongrass吃的炒空心菜好得多。还有绿咖喱炒鸡，味道也很赞！里面的一种绿色的圆瓜瓜特别好吃。
老板推荐的招牌菜回锅牛肉，个人觉得是牛展炒洋葱，吃起来很舒服。
最失望的是最贵的清蒸石斑鱼，鱼肉很木，没味道。
总的来说很满意。
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"neeky大小怪","2015-09-01 12:41","sml-str40","离酒店很近 看到点评说不错 就去吃吃看了 菜的味道不错 蒸鱼的汤好好喝 酸酸辣辣很开胃 空心菜和土豆丝也很好吃","l9mmAq3BMmspvQb8"
"Vera马","2015-08-29
  更新于2015-08-31 14:24","sml-str50","又来了。今天离开清迈一定要再吃一次人多的话可以试多一些菜","l9mmAq3BMmspvQb8"
"吃货星期九","2015-08-27 18:47","sml-str50","云南饭店语言沟通无障碍，正宗中国味，位置也很容易找，明天中午继续过来！","l9mmAq3BMmspvQb8"
"t0xu","2015-08-24 20:52","sml-str40","清迈解馋好去处 老板人超nice","l9mmAq3BMmspvQb8"
"蓝风绿于78","2015-08-24 19:44","sml-str40","菜量足。口味不错。老板热情。十二人很饱。","l9mmAq3BMmspvQb8"
"淡淡紫云","2015-08-23 14:06","sml-str50","离住的酒店非常近，走过来5分钟就可以了。菜口味不错，推荐回锅牛肉，四个人一共花了600株 还不错","l9mmAq3BMmspvQb8"
"曦曦_3856","2015-08-22 20:54","sml-str50","纯粹的中国菜，还是咱中国菜好吃啊。酸菜土豆丝，大虾，空心菜，红烧牛肉，赞！","l9mmAq3BMmspvQb8"
"cliclick","2015-08-22 20:48","sml-str40","清真口味。中国特色，味道很好，牛肉，香酥鸭，空心菜很赞。还送矿泉水，对于出门在外旅行朋友来说，非常实用。","l9mmAq3BMmspvQb8"
"junjiema71","2015-08-22 19:24","sml-str50","华人开的清真餐厅，国内的穆斯林造访清迈可以吃到放心的餐食了，饭菜口味也不错。","l9mmAq3BMmspvQb8"
"点小评7961615442","2015-08-21 21:36","sml-str50","中国口味，好吃。老板人很好，很亲切","l9mmAq3BMmspvQb8"
"瘦娃娃0","2015-08-20 19:50","sml-str50","很好吃，终于吃饭中国菜了，吃了两碗饭","l9mmAq3BMmspvQb8"
"昆明大猫","2015-08-19 14:06","sml-str50","老板是云南人，正宗滇味，非常好！","l9mmAq3BMmspvQb8"
"吃货大米","2015-08-17 20:15","sml-str50","老板很亲切，服务的很周到。中国菜和泰国菜都很好吃，非常赞!","l9mmAq3BMmspvQb8"
"点小评5207502631","2015-08-17 10:03","sml-str50","老板为人清和，饭菜都很入味，价格很便宜哦！中国游客不防去尝尝哦！","l9mmAq3BMmspvQb8"
"吃个菠萝","2015-08-16 18:48","sml-str50","分量很足，东西很符合中国人的胃口，棒棒哒，酸菜土豆丝不错，三个人吃五个菜吃饭饱到不行","l9mmAq3BMmspvQb8"
"点小评6538369273","2015-08-15 19:48","sml-str50","环境比泰餐的强，菜的色香味蛮正宗的，我们是到清迈的第二天晚上吃的，才一天就想中餐了","l9mmAq3BMmspvQb8"
"点小评1446776955","2015-08-15 14:58","sml-str50","味道可以，土豆丝小孩超爱，鱼也受欢迎。","l9mmAq3BMmspvQb8"
"Weixin_3266322537","2015-08-13 17:31","sml-str50","口味不错，菜量挺大！我们头一次来，13个人吃的不错，环境也行！","l9mmAq3BMmspvQb8"
"南疯疯北癫癫","2015-08-12 14:46","sml-str50","环境很好啊，都是中文服务，各种菜味道很不错，推荐泰式意面，味道香甜，很赞。","l9mmAq3BMmspvQb8"
"eagle_9809","2015-08-11 21:55","sml-str50","不错不错，味道很地道，环境也不错，老板会说中文","l9mmAq3BMmspvQb8"
"王玉珏_9777","2015-08-11 21:53","sml-str50","不错不错！10个人点了一桌菜，味道都还不错！","l9mmAq3BMmspvQb8"
"成成莹莹","2015-08-11 21:40","sml-str40","菜品不错，服务态度好，种类比较齐全。","l9mmAq3BMmspvQb8"
"qzuser_3652","2015-08-10 20:50","sml-str50","酸菜土豆丝很棒！！！红烧牛肉也很好！！！比泰国菜好太多啦！！","l9mmAq3BMmspvQb8"
"娜娜啦啦啦","2015-08-10 20:31","sml-str50","在清迈吃到的正宗中国菜，口味不错，还挺便宜。刚开始担心如某人点评中一样被宰，留了个心眼。最后发现真的便宜得很。老板实在，全自动按最小份算价钱，吃完还帮我们叫车。赞","l9mmAq3BMmspvQb8"
"cjqsuccess","2015-08-07 14:13","sml-str50","好吃不贵的家乡味！菜的味道非常不错，对于连吃了几天泰国菜有点崩溃的我们可谓雨后甘霖，推荐大家来品尝哈","l9mmAq3BMmspvQb8"
"luuer","2015-08-06 18:37","sml-str50","点了七道菜每道菜都很好吃也不贵，特别是香酥鸭和柠檬鱼。老板也很和善热情 非常好。老人家来了泰国不习惯这里的饮食，看到这家中国餐厅特别高兴。就在长康路上，交通很方便，距离住的酒店也不远。朋友来清迈也会推荐他们来！
                            

		                            收起评价","l9mmAq3BMmspvQb8"
"annasue","2015-08-05 14:16","sml-str50","味道好，价格实惠，老板和善，卫生情况也挺满意。吃腻泰国菜的朋友可以来捧场哟","l9mmAq3BMmspvQb8"
